Date,symbol,sector,score,close,return_rate
2004-02-25,KSWS,Distribution Services,0.8315340800485248,24.049999237060547,0.014339947942492826
2004-02-25,SM,Energy Minerals,0.8281932931509846,15.449999809265137,0.037609096912714746
2004-02-25,JBHT,Transportation,0.8203713349824084,13.6850004196167,0.04068447274572784
2004-02-25,CRK,Energy Minerals,0.8147350371465026,96.5,0.05406877971859503
2004-02-25,HGTXU,Miscellaneous,0.8114052373190479,19.950000762939453,0.010126620908326833
2004-02-25,COKE,Consumer Non-Durables,0.8088111708163803,52.0,0.010886496660990286
2004-02-25,TTC,Producer Manufacturing,0.8020746799967278,6.881249904632568,0.09552237287682686
2004-02-25,HTLD,Transportation,0.8016915966820415,11.079999923706055,0.0072727203369140625
2004-02-25,SSP,Consumer Services,0.7923215483324089,129.5829620361328,-0.024155524739605472
2004-02-25,MGEE,Utilities,0.791681730775005,20.733333587646484,-0.0009636308175476893
2004-02-25,DLX,Commercial Services,0.7902965612324697,39.380001068115234,0.006903616812836688
2004-02-25,PCAR,Producer Manufacturing,0.7897856638829892,24.63111114501953,0.01987484262136463
2004-02-25,LII,Producer Manufacturing,0.7838474157985466,18.610000610351562,0.004859619350072064
2004-02-25,ESE,Electronic Technology,0.7824581298256793,22.600000381469727,-0.03108254481267425
2004-02-25,CAA,Consumer Durables,0.7771744126837455,130.77499389648438,0.07280551484424169
2004-02-25,RCI,Health Services,0.7758963293466835,9.399999618530273,0.003737303605713782
2004-02-25,NJR,Utilities,0.773120042630714,12.966667175292969,0.0046487928101430764
2004-02-25,SR,Utilities,0.7668828336341985,30.969999313354492,0.017077127664572256
2004-02-25,SSD,Producer Manufacturing,0.7650304207207351,23.604999542236328,0.04331489689442325
2004-02-25,ESRX,Retail Trade,0.7620323684486668,9.123749732971191,0.09021659732407095
2004-02-25,MSA,Consumer Durables,0.7485954622273134,23.420000076293945,-0.056025772654954786
2004-02-25,AOS,Producer Manufacturing,0.7355744935524029,5.183332920074463,-0.021704986135872906
2004-02-25,NL,Producer Manufacturing,0.7338602896318385,15.029999732971191,0.025938575039979428
2004-02-25,SJT,Miscellaneous,0.7332612224284396,19.75,0.022256744925879923
2004-02-25,MIDD,Producer Manufacturing,0.7329809092439071,6.824999809265137,-0.02010055136477429
2004-02-25,AWR,Utilities,0.7265315168182289,12.300000190734863,-0.04280156999279072
2004-02-25,BYD,Consumer Services,0.7240015250986717,20.3799991607666,0.01849070103211292
2004-02-25,ED,Utilities,0.718499456454291,44.16999816894531,0.013770908384751923
2004-02-25,IFF,Consumer Non-Durables,0.7119419826258979,36.59000015258789,-0.008938191568898635
2004-02-25,DHI,Consumer Durables,0.706933023261157,23.842500686645508,0.05439475914139824
2004-02-25,CHH,Consumer Services,0.6873553161841445,21.924999237060547,0.040332073231324594
2004-02-25,SWN,Energy Minerals,0.6872673091021706,2.807499885559082,0.03693440640333745
2004-02-25,FCFS,Finance,0.6765542463711586,11.30666732788086,0.026945240039214058
2004-02-25,SHW,Process Industries,0.6752033981708634,11.666666984558105,-0.002848959423113473
2004-02-25,JOE,Finance,0.6696917354364498,40.97999954223633,0.023732220632262102
2004-02-25,AEE,Utilities,0.6659952075753233,47.400001525878906,0.024864897856841317
2004-02-25,INGR,Process Industries,0.6654229646563214,18.950000762939453,0.008783652747810677
2004-02-25,MTH,Consumer Durables,0.665340350549334,37.040000915527344,0.06589930692165025
2004-02-25,AAIC,Finance,0.662047260425376,532.4000244140625,-0.009304056145980955
2004-02-25,SYK,Health Technology,0.6602322683946213,44.3650016784668,-0.013343677795730202
2004-02-25,FICO,Technology Services,0.6543304976160845,39.7599983215332,0.01204814480650307
2004-02-25,NKE,Consumer Non-Durables,0.6479658159096976,9.15625,0.02218805828405701
2004-03-10,GGG,Producer Manufacturing,0.9558260931277288,9.042222023010254,-0.05613548068670127
2004-03-10,SU,Energy Minerals,0.942920641023318,13.5649995803833,-0.04303355217944016
2004-03-10,BLL,Process Industries,0.9265431183420968,8.233750343322754,-0.004232785681604789
2004-03-10,APA,Energy Minerals,0.9095917206706452,41.279998779296875,-0.023189767656402793
2004-03-10,CWT,Utilities,0.8975244420133648,14.899999618530273,0.017064846860731953
2004-03-10,AXL,Producer Manufacturing,0.8695688382530348,35.779998779296875,-0.06310552328029218
2004-03-10,ROST,Retail Trade,0.8693150827577191,7.244999885559082,-0.028494816749705332
2004-03-10,BRO,Finance,0.8586715770411929,9.425000190734863,0.0018602097485331814
2004-03-10,SHW,Process Industries,0.8312265102607409,11.5600004196167,-0.0282991967892412
2004-03-10,GFF,Producer Manufacturing,0.8311008413600918,21.739999771118164,-0.05272335301074349
2004-03-10,KSWS,Distribution Services,0.8252039825108515,24.5,-0.07161801566353188
2004-03-10,FRK,Non-Energy Minerals,0.8242769927178856,45.310001373291016,-0.06268098406562916
2004-03-10,COKE,Consumer Non-Durables,0.8193434898373965,51.400001525878906,-0.020952351888020804
2004-03-10,MATX,Transportation,0.8145705555169606,16.4708251953125,-0.003192041102103138
2004-03-10,CRK,Energy Minerals,0.8124853651520402,100.0,-0.014292725400296913
2004-03-10,ESRX,Retail Trade,0.8048456253097805,9.19124984741211,-0.021687131498028922
2004-03-10,TTC,Producer Manufacturing,0.803109584808511,7.038750171661377,-0.007403457999900387
2004-03-10,DLX,Commercial Services,0.801545178932451,38.93000030517578,-0.022105024811821194
2004-03-10,PCAR,Producer Manufacturing,0.797529317172881,23.39555549621582,-0.0233766794210426
2004-03-10,MGEE,Utilities,0.7968559709661349,20.53333282470703,-0.013768822013405346
2004-03-10,SSP,Consumer Services,0.7942837849118709,129.74267578125,-0.014358018231351632
2004-03-10,RCI,Health Services,0.7904656567686361,9.100000381469727,-0.05552670832413642
2004-03-10,HTLD,Transportation,0.7890849601701811,11.300000190734863,-0.019522727569868947
2004-03-10,KBH,Consumer Durables,0.7839943211116893,38.8650016784668,-0.012450714508169591
2004-03-10,CBRL,Consumer Services,0.782063250821353,39.0,-0.00255750583180403
2004-03-10,NJR,Utilities,0.7813939363084078,12.583333015441895,-0.025806500199680893
2004-03-10,LII,Producer Manufacturing,0.7768075527033744,18.719999313354492,-0.022964537451029665
2004-03-10,CAA,Consumer Durables,0.7766181507134791,141.5,-0.019234060051150692
2004-03-10,SR,Utilities,0.7728018754806247,31.0,-0.017743963099451254
2004-03-10,FDX,Transportation,0.7684068950144191,67.83999633789062,-0.023884944778552186
2004-03-10,MSA,Consumer Durables,0.7589765113982311,24.0,-0.055118096045518095
2004-03-10,SM,Energy Minerals,0.7547745165037925,16.920000076293945,0.018970222387322933
2004-03-10,NKE,Consumer Non-Durables,0.7513538385824658,9.350000381469727,-0.00040089240361917966
2004-03-10,ESE,Electronic Technology,0.7491529451699617,22.0,-0.05477979116765219
2004-03-10,AOS,Producer Manufacturing,0.7472154044533826,5.008333206176758,-0.06415453835646134
2004-03-10,SSD,Producer Manufacturing,0.7470005094870859,23.565000534057617,-0.015046968212449552
2004-03-10,NL,Producer Manufacturing,0.738277901287206,14.699999809265137,-0.020000012715657545
2004-03-10,HGTXU,Miscellaneous,0.7365536920011225,20.219999313354492,-0.019398715305473102
2004-03-10,MIDD,Producer Manufacturing,0.734760026145627,6.691667079925537,-0.052842600746106694
2004-03-10,HSIC,Distribution Services,0.7310998388284048,14.247058868408203,0.02266009488021825
2004-03-10,AWR,Utilities,0.7287909779036787,12.449999809265137,0.0
2004-03-10,ED,Utilities,0.7226412762288281,43.79999923706055,-0.024498936557593498
2004-03-10,IFF,Consumer Non-Durables,0.7186420329996295,37.08000183105469,-0.024210478130139768
2004-03-10,DHI,Consumer Durables,0.7084096685695738,25.77750015258789,-0.023024448399623587
2004-03-10,CHH,Consumer Services,0.6965800903686259,22.075000762939453,-0.03602615149928845
2004-03-10,INGR,Process Industries,0.6910793838784786,19.514999389648438,0.0061871064218887994
2004-03-10,SJT,Miscellaneous,0.6865619510822301,19.649999618530273,-0.017500019073486306
2004-03-10,CAT,Producer Manufacturing,0.6819814686672327,37.46500015258789,-0.01885560284951926
2004-03-10,MTH,Consumer Durables,0.6785330988696925,37.75,-0.036375220544036746
2004-03-10,JOE,Finance,0.6765034294462637,39.9900016784668,-0.038239540225329494
2004-03-10,FCFS,Finance,0.6744683987516966,11.673333168029785,-0.02830189952395401
2004-03-10,AAIC,Finance,0.6738887228969983,540.0,-0.03640261157267466
2004-03-10,TJX,Retail Trade,0.6731140064867348,5.940000057220459,-0.03217918666922537
2004-03-10,SYK,Health Technology,0.6701917884894121,44.71500015258789,-0.010948881705568847
2004-03-24,GGG,Producer Manufacturing,0.9542269428794912,9.248888969421387,0.028670336002973418
2004-03-24,INT,Distribution Services,0.9379340435245528,8.539999961853027,-0.00175340067652352
2004-03-24,SU,Energy Minerals,0.9323091916838272,13.140000343322754,-0.05126353924848259
2004-03-24,SHW,Process Industries,0.9289620675621324,12.183333396911621,0.06157414586047483
2004-03-24,ROST,Retail Trade,0.8678108836836091,7.400000095367432,0.01928372755811303
2004-03-24,AXL,Producer Manufacturing,0.8623615145350016,35.560001373291016,-0.009470755936954456
2004-03-24,JOE,Finance,0.8343681166425754,39.5,0.0038119830164049517
2004-03-24,ARLP,Energy Minerals,0.8340584589129956,9.487500190734863,0.000527299172231821
2004-03-24,KSWS,Distribution Services,0.8263856776211104,23.200000762939453,-0.029288655513119433
2004-03-24,MATX,Transportation,0.8205801855905732,15.444695472717285,-0.009837042815925567
2004-03-24,GFF,Producer Manufacturing,0.8196901728487285,21.420000076293945,0.010377325728170739
2004-03-24,BLL,Process Industries,0.8116497232106628,8.386249542236328,0.027254614084159634
2004-03-24,FRK,Non-Energy Minerals,0.8040342466756834,45.880001068115234,-0.000871017038871047
2004-03-24,CBRL,Consumer Services,0.7992843705027386,38.400001525878906,0.02046240860769233
2004-03-24,NJR,Utilities,0.7966139178108576,12.396666526794434,0.003237115903613974
2004-03-24,ESRX,Retail Trade,0.7899790778614477,9.1537504196167,-0.009200382512284833
2004-03-24,KBH,Consumer Durables,0.789281352626003,39.35499954223633,0.01850414502800013
2004-03-24,SM,Energy Minerals,0.7878948144757398,16.209999084472656,-0.027886067398097292
2004-03-24,CAA,Consumer Durables,0.7812224161065534,140.02499389648438,0.0030443250314302617
2004-03-24,SR,Utilities,0.7790718205798348,29.799999237060547,-0.011608636348194645
2004-03-24,INGR,Process Industries,0.7787196007346197,19.399999618530273,-0.0041067723606769135
2004-03-24,RCI,Health Services,0.7780182766525126,9.25,0.04697226486261208
2004-03-24,MGEE,Utilities,0.7777902267644172,20.14666748046875,-0.013063344466593074
2004-03-24,HTLD,Transportation,0.7769357227916528,11.515000343322754,0.07616827556874428
2004-03-24,LII,Producer Manufacturing,0.7676598749838734,18.3799991607666,-0.032631623117547304
2004-03-24,PRMW,Consumer Non-Durables,0.7663560735000455,28.799999237060547,-0.009287941541043176
2004-03-24,JEF,Finance,0.7610897712259728,15.453540802001953,-0.0029412356487777958
2004-03-24,TTC,Producer Manufacturing,0.760657145624227,7.362500190734863,-0.010915159017787501
2004-03-24,AOS,Producer Manufacturing,0.7602688633011871,4.84833288192749,-0.01088083602176404
2004-03-24,NKE,Consumer Non-Durables,0.7470445443989657,9.53125,-0.0080656006820502
2004-03-24,UBA,Finance,0.7411224143460022,16.260000228881836,0.008059583067520526
2004-03-24,HSC,Industrial Services,0.7400983079866145,22.309999465942383,-0.045561520173587944
2004-03-24,NUS,Consumer Non-Durables,0.7400239037859698,19.729999542236328,-0.030466871135685913
2004-03-24,MIDD,Producer Manufacturing,0.7376523006176916,7.053332805633545,-0.003062474094093659
2004-03-24,ESE,Electronic Technology,0.7321146012687779,22.059999465942383,-0.01583767276757253
2004-03-24,SSD,Producer Manufacturing,0.7269115017280945,23.209999084472656,0.0069414252801733856
2004-03-24,APA,Energy Minerals,0.726178412467714,41.529998779296875,-0.013773493769841272
2004-03-24,HSIC,Distribution Services,0.7189069350061369,13.662745475769043,-0.018176623431449213
2004-03-24,AWR,Utilities,0.7146343459032338,12.079999923706055,-0.020275750328217157
2004-03-24,ED,Utilities,0.7140234550142968,43.90999984741211,-0.004759725511255475
2004-03-24,SJT,Miscellaneous,0.7100675343416504,20.389999389648438,-0.022531217974648188
2004-03-24,DHI,Consumer Durables,0.7091713466310932,26.084999084472656,0.009286120235807216
2004-03-24,CAT,Producer Manufacturing,0.6984537177380865,38.720001220703125,0.014941013683513527
2004-03-24,NL,Producer Manufacturing,0.6899507932554191,13.8100004196167,-0.014978604228980896
2004-03-24,CHH,Consumer Services,0.6816737639265349,21.895000457763672,-0.007704512675245523
2004-03-24,SRCL,Industrial Services,0.6797395450739342,23.424999237060547,-0.028411503772294067
2004-03-24,HUBB,Producer Manufacturing,0.6790767241947947,39.709999084472656,0.007356695306896421
2004-03-24,TJX,Retail Trade,0.6757052237799726,6.09250020980835,0.017111926979431535
2004-03-24,SYNT,Technology Services,0.6709956105882343,13.375,0.013257590398753738
2004-03-24,HGTXU,Miscellaneous,0.6679193727377627,20.899999618530273,0.0082006792111875
2004-03-24,AEE,Utilities,0.6653612145077918,46.08000183105469,-0.013064827877406482
2004-03-24,OSK,Producer Manufacturing,0.6629057701105228,26.78499984741211,-0.04270906770460614
2004-04-07,SHW,Process Industries,0.9484413703941128,12.433333396911621,-0.017127765071334067
2004-04-07,INT,Distribution Services,0.9374423390111302,10.204999923706055,0.018717244964113977
2004-04-07,WWW,Consumer Non-Durables,0.926180295155237,8.216667175292969,-0.0020241449507863996
2004-04-07,AME,Producer Manufacturing,0.9092059184514392,7.9555559158325195,0.009778088627523385
2004-04-07,MFA,Finance,0.8882745907623985,38.08000183105469,-0.05273629083706888
2004-04-07,MGEE,Utilities,0.8866614117070939,21.073333740234375,-0.0069116671944383645
2004-04-07,STAR,Consumer Services,0.8777881408846258,39.25,-0.06547619047619047
2004-04-07,PCAR,Producer Manufacturing,0.8774432871943764,25.626667022705078,0.01140151003896106
2004-04-07,NJR,Utilities,0.8764220285180808,12.640000343322754,-0.014809008691593073
2004-04-07,SRE,Utilities,0.8743174437183661,32.11000061035156,0.0
2004-04-07,JCI,Producer Manufacturing,0.8724732311352903,59.73528289794922,-0.018138291785604
2004-04-07,GFF,Producer Manufacturing,0.8536514897747737,22.290000915527344,-0.015024227037034543
2004-04-07,HUBB,Producer Manufacturing,0.8527271734158881,43.630001068115234,0.07648661194635586
2004-04-07,DLX,Commercial Services,0.8526793631359469,40.66999816894531,-0.0031863007486810924
2004-04-07,ENB,Industrial Services,0.850601607339786,10.072500228881836,-0.007635408134099908
2004-04-07,FRK,Non-Energy Minerals,0.8437058855013229,2.2882699966430664,-0.9515504971665999
2004-04-07,HSY,Consumer Non-Durables,0.8405201478613256,41.70500183105469,0.01299498872732352
2004-04-07,KSWS,Distribution Services,0.8317470020284004,24.93000030517578,-0.01228207086979105
2004-04-07,PENN,Consumer Services,0.8177899489851777,3.1652719974517822,-0.026087230180005805
2004-04-07,INGR,Process Industries,0.8117270742313939,20.5,0.0
2004-04-07,NXGN,Technology Services,0.8103513562574889,6.212500095367432,0.05096214423249901
2004-04-07,UVV,Consumer Non-Durables,0.8072622434582125,52.560001373291016,0.0011428833007811612
2004-04-07,CAT,Producer Manufacturing,0.8037681489014284,40.9900016784668,0.009605990615844329
2004-04-07,AVID,Technology Services,0.7941370756563372,46.41999816894531,-0.006846459093494461
2004-04-07,HSC,Industrial Services,0.7937444800893718,23.170000076293945,0.004334650316105693
2004-04-07,BMS,Process Industries,0.7933048612211772,26.149999618530273,-0.007590161671500395
2004-04-07,TTC,Producer Manufacturing,0.7928931333705144,7.622499942779541,-0.03190986002017504
2004-04-07,IFF,Consumer Non-Durables,0.7919089868155406,35.38999938964844,-0.010346726768775238
2004-04-07,CACH,Retail Trade,0.7915285142700829,17.76799964904785,-0.02384609218268874
2004-04-07,LII,Producer Manufacturing,0.7911337278687981,18.299999237060547,-0.031746052570364225
2004-04-07,ARLP,Energy Minerals,0.7854576013158787,9.90250015258789,-0.009749984741210915
2004-04-07,NKE,Consumer Non-Durables,0.785157237469843,9.5962495803833,0.0016962063472500954
2004-04-07,KBH,Consumer Durables,0.7850856017602674,37.29999923706055,-0.026109661094519288
2004-04-07,CBRL,Consumer Services,0.7847714282939031,41.04999923706055,0.024968789489380194
2004-04-07,MATX,Transportation,0.7808692055001187,16.197509765625,-0.018023303815229097
2004-04-07,RCI,Health Services,0.7751299293488787,9.625,0.003126600535309887
2004-04-07,AN,Retail Trade,0.7734302073018015,17.299999237060547,0.004062663765755037
2004-04-07,MGRC,Finance,0.7696205017018501,15.885000228881836,0.008251355982013653
2004-04-07,LSTR,Transportation,0.7569324053410487,21.350000381469727,-0.002336412988402703
2004-04-07,SSD,Producer Manufacturing,0.7557438901493767,24.299999237060547,-0.03475670413176801
2004-04-07,ROK,Producer Manufacturing,0.7548173892079383,35.13999938964844,-0.009861996964365294
2004-04-07,GXP,Utilities,0.7449046555578211,34.0,-0.0023474714423807885
2004-04-07,FOSL,Consumer Durables,0.7366085395582668,23.933332443237305,0.048175201871284434
2004-04-07,WRLD,Finance,0.7359119199648312,19.25,-0.039900212842992167
2004-04-07,ESE,Electronic Technology,0.7286939770754326,23.575000762939453,0.0
2004-04-07,MTH,Consumer Durables,0.7148478242970083,35.935001373291016,-0.001805517408582924
2004-04-07,EXPD,Transportation,0.6994150918016848,20.799999237060547,0.026906941440392407
2004-04-07,BLK,Finance,0.6976635590109547,63.099998474121094,-0.02923079270582929
2004-04-21,UVV,Consumer Non-Durables,0.9535907230671762,51.83000183105469,-0.010122207278815298
2004-04-21,SHW,Process Industries,0.948090657262814,12.890000343322754,-0.01352037708866538
2004-04-21,INT,Distribution Services,0.929843456132963,10.824999809265137,0.03070699754982198
2004-04-21,WWW,Consumer Non-Durables,0.923753740950432,9.279999732971191,0.17073159287381556
2004-04-21,AME,Producer Manufacturing,0.9060004508739554,8.183704376220703,0.03059705790106393
2004-04-21,STAR,Consumer Services,0.8789761480284103,37.20000076293945,-0.008264398092915681
2004-04-21,NJR,Utilities,0.8777455462687761,12.733332633972168,0.015147455590277747
2004-04-21,JCI,Producer Manufacturing,0.8735419734780439,61.567527770996094,0.031751586281598465
2004-04-21,SRE,Utilities,0.8712702337321458,31.739999771118164,0.015030358377810638
2004-04-21,ENB,Industrial Services,0.8513424422691067,9.297499656677246,-0.002414167262201561
2004-04-21,DLX,Commercial Services,0.8478992460396214,41.34000015258789,-0.010294476908387473
2004-04-21,FRK,Non-Energy Minerals,0.8473788396416773,45.68000030517578,0.00043803017587618065
2004-04-21,HSY,Consumer Non-Durables,0.844670097159682,43.779998779296875,0.015659418727035357
2004-04-21,PCAR,Producer Manufacturing,0.8322966537985784,26.551111221313477,0.04880618342602783
2004-04-21,KSWS,Distribution Services,0.8319303060526662,25.600000381469727,0.001564981078369776
2004-04-21,HUBB,Producer Manufacturing,0.8299380322994547,44.95000076293945,0.0407502244082516
2004-04-21,ROST,Retail Trade,0.8298734049446095,7.864999771118164,0.015166160594570766
2004-04-21,INGR,Process Industries,0.8261774287754093,22.225000381469727,0.10709835799854095
2004-04-21,PENN,Consumer Services,0.8157638585480781,3.5089309215545654,0.06923891449625619
2004-04-21,HSC,Industrial Services,0.8114082164248705,22.6200008392334,0.0033267138028674204
2004-04-21,BMS,Process Industries,0.8100237233778107,27.969999313354492,0.06755719461347298
2004-04-21,TTC,Producer Manufacturing,0.8017927006267916,7.387499809265137,-0.016311639931193223
2004-04-21,GFF,Producer Manufacturing,0.7986460184168054,21.989999771118164,-0.006775050707562569
2004-04-21,CACH,Retail Trade,0.7910515954483186,18.033109664916992,0.018477178598901967
2004-04-21,MGRC,Finance,0.7878225364099858,16.25,0.007439606043209146
2004-04-21,HNI,Producer Manufacturing,0.7846823503627547,39.70000076293945,0.05782046507391958
2004-04-21,ARLP,Energy Minerals,0.7807673662803,9.582500457763672,0.022405977993603665
2004-04-21,AVID,Technology Services,0.7802763401615483,53.47999954223633,0.056290705391983664
2004-04-21,CBRL,Consumer Services,0.7790298897115115,38.470001220703125,-0.03147029107714294
2004-04-21,AN,Retail Trade,0.7715112880806814,17.0,-0.005847975394087768
2004-04-21,KBH,Consumer Durables,0.7699800370061122,35.904998779296875,-0.02299323049532309
2004-04-21,IFF,Consumer Non-Durables,0.7694926103941813,36.400001525878906,0.01026929667271137
2004-04-21,SSD,Producer Manufacturing,0.767182575208904,25.600000381469727,0.035389281557130836
2004-04-21,MATX,Transportation,0.7625560211492354,15.785140037536621,-0.01555018416890841
2004-04-21,LSTR,Transportation,0.7585588685000054,22.700000762939453,0.038426355404131085
2004-04-21,ROK,Producer Manufacturing,0.7475727101921482,34.459999084472656,-0.0008698925060612872
2004-04-21,FOSL,Consumer Durables,0.7328034815535802,25.639999389648438,0.07867054673421325
2004-04-21,MFA,Finance,0.7300533368854991,36.15999984741211,-0.026910656730523175
2004-04-21,WRLD,Finance,0.7299060365306771,17.200000762939453,-0.01770413831469031
2004-04-21,HIBB,Retail Trade,0.7260884784104503,16.799999237060547,0.04941698513618298
2004-04-21,ESE,Electronic Technology,0.7200358480088982,24.290000915527344,0.027061366060049163
2004-04-21,MTH,Consumer Durables,0.7154467791102059,34.5,0.014705882352941124
2004-04-21,EXP,Non-Energy Minerals,0.7146064240365846,20.75666618347168,0.027727321234465974
2004-04-21,BLK,Finance,0.7001111802832872,61.25,-0.03543307086614178
2004-05-05,SRE,Utilities,0.9638862257261054,32.209999084472656,0.014488160140871065
2004-05-05,UVV,Consumer Non-Durables,0.9549392392196046,49.43000030517578,-0.016122638260941513
2004-05-05,SHW,Process Industries,0.9479587599197662,12.203332901000977,-0.03784497977696655
2004-05-05,AME,Producer Manufacturing,0.9057366199159546,7.677036762237549,-0.02226419693721693
2004-05-05,MATX,Transportation,0.8945945302308178,14.552824974060059,-0.03925290896893918
2004-05-05,INT,Distribution Services,0.8923450064697486,10.524999618530273,-0.005198516594744462
2004-05-05,MFA,Finance,0.8793420865986321,34.720001220703125,-0.025813641546035604
2004-05-05,NJR,Utilities,0.871182130556524,12.5600004196167,-0.011283061106977965
2004-05-05,GFF,Producer Manufacturing,0.8687134842932789,21.799999237060547,-0.006833782262648969
2004-05-05,DLX,Commercial Services,0.8674198638109256,41.63999938964844,0.007988332253379804
2004-05-05,JCI,Producer Manufacturing,0.8625522259940193,58.67341613769531,0.0265937920408712
2004-05-05,STAR,Consumer Services,0.862019956999325,35.0099983215332,-0.014912846942628621
2004-05-05,INGR,Process Industries,0.8522683497131841,21.674999237060547,0.019999964096966805
2004-05-05,IMO,Energy Minerals,0.8499158568460575,15.0,0.02529049095453284
2004-05-05,HSC,Industrial Services,0.8382177608973094,20.825000762939453,-0.04318854367420999
2004-05-05,BMS,Process Industries,0.8375254825726912,26.739999771118164,-0.009996314530755113
